timestamp,src_ip,src_port,dst_ip,dst_port,protocol,flow_duration_us,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_bytes_per_sec,flow_pkts_per_sec,syn_count,fin_count,rst_count,ack_count,psh_count,avg_pkt_size,init_win_fwd,init_win_bwd,label
19/05/2024 10:56:36,203.0.113.42,12615,192.168.1.15,80,6,37481,1850,2,83250,251,2467917.08,49358.34,1850,0,3,0,0,44,1024,0,DoS
19/05/2024 09:18:14,192.168.1.10,1119,10.0.0.11,5432,6,5259172,11,16,14135,10992,4777.75,5.13,1,1,0,31,9,1184,65535,65535,BENIGN
19/05/2024 11:02:48,203.0.113.42,35985,192.168.1.15,80,6,25556,1932,0,96600,279,3779934.26,75598.69,1932,0,3,0,0,55,1024,0,DoS
19/05/2024 09:22:31,192.168.1.25,21278,10.0.0.18,22,6,8328157,7,8,2205,5408,914.13,1.8,1,1,0,43,5,220,65535,65535,BENIGN
19/05/2024 09:21:23,192.168.1.17,53115,10.0.0.18,80,6,6517252,50,25,59100,32875,14112.54,11.51,1,1,0,36,7,1134,65535,65535,BENIGN
19/05/2024 09:36:40,203.0.113.42,2460,192.168.1.15,22,6,2973351,26,13,1742,1079,1180.49,13.12,26,0,13,15,0,90,8192,8192,BruteForce-SSH
19/05/2024 10:08:07,192.168.1.24,2423,10.0.0.7,5432,6,6109053,13,19,3640,22667,4306.23,5.24,1,1,0,50,9,772,65535,65535,BENIGN
19/05/2024 08:27:57,192.168.1.16,15176,10.0.0.19,53,6,5612314,14,3,10738,1488,2178.42,3.03,1,1,0,13,10,456,65535,65535,BENIGN
19/05/2024 12:15:17,192.168.1.28,9469,10.0.0.14,5432,6,3014492,30,23,37770,12052,16527.49,17.58,1,1,0,32,5,301,65535,65535,BENIGN
19/05/2024 10:09:18,192.168.1.24,24677,10.0.0.2,5432,6,6291944,50,6,73150,4464,12335.46,8.9,1,1,0,38,2,951,65535,65535,BENIGN
19/05/2024 09:37:10,192.168.1.10,46227,10.0.0.2,443,6,7092333,33,27,14949,35640,7132.91,8.46,1,1,0,21,9,918,65535,65535,BENIGN
19/05/2024 09:05:04,192.168.1.28,10903,10.0.0.17,3306,6,512092,35,9,28175,9459,73490.7,85.92,1,1,0,10,3,1051,65535,65535,BENIGN
19/05/2024 09:06:11,192.168.1.12,7692,10.0.0.19,22,6,6236988,25,15,28425,6495,5598.86,6.41,1,1,0,21,9,740,65535,65535,BENIGN
19/05/2024 11:31:34,203.0.113.42,30921,192.168.1.15,22,6,1507261,21,19,2142,1330,2388.44,26.54,21,0,19,13,0,90,8192,8192,BruteForce-SSH
19/05/2024 10:59:10,203.0.113.42,38610,192.168.1.15,80,6,27347,962,4,40404,367,1758876.66,35177.53,962,0,0,0,0,58,1024,0,DoS
19/05/2024 10:11:06,192.168.1.13,31194,10.0.0.2,3306,6,2719042,13,19,12363,26448,14273.78,11.77,1,1,0,20,5,462,65535,65535,BENIGN
19/05/2024 10:56:52,192.168.1.22,33444,10.0.0.9,5432,6,6018393,23,23,7475,5911,2224.18,7.64,1,1,0,42,2,331,65535,65535,BENIGN
19/05/2024 09:39:57,203.0.113.42,15619,192.168.1.15,80,6,37077,1817,3,94484,418,2450306.12,49006.12,1817,0,1,0,0,42,1024,0,DoS
19/05/2024 10:19:17,192.168.1.12,47307,10.0.0.4,3389,6,6189179,10,36,9860,44892,8846.41,7.43,1,1,0,44,4,587,65535,65535,BENIGN
19/05/2024 11:42:08,203.0.113.42,4567,192.168.1.15,22,6,1541605,17,20,1581,1600,2160.09,24.0,17,0,20,7,0,90,8192,8192,BruteForce-SSH
19/05/2024 08:35:25,192.168.1.12,41329,10.0.0.3,5432,6,7863013,42,38,11928,42598,6934.49,10.17,1,1,0,41,5,529,65535,65535,BENIGN
19/05/2024 09:35:01,203.0.113.42,30649,192.168.1.15,80,6,18925,928,1,53824,391,2451783.36,49035.67,928,0,1,0,0,55,1024,0,DoS
19/05/2024 09:37:32,192.168.1.29,46946,198.51.100.99,443,6,172427680,8,2,361,264,1.7399,0.0348,1,1,0,8,2,78,65535,65535,Botnet
19/05/2024 12:04:01,192.168.1.13,20471,10.0.0.18,443,6,8682257,31,12,6262,7908,1632.06,4.95,1,1,0,6,5,637,65535,65535,BENIGN
19/05/2024 11:17:39,203.0.113.42,53229,192.168.1.10,58348,6,1205,1,0,77,0,0.0,829.88,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 12:06:05,203.0.113.42,38893,192.168.1.15,80,6,29013,1988,2,87472,46,3426050.39,68521.01,1988,0,2,0,0,44,1024,0,DoS
19/05/2024 11:38:52,192.168.1.15,30576,203.0.113.42,443,6,26962880,1599,2,2239563,718,83087.6,59.38,1,1,0,1599,799,1400,65535,65535,Infiltration
19/05/2024 10:54:03,192.168.1.27,64828,10.0.0.1,443,6,3690582,37,33,35150,46431,22105.19,18.97,1,1,0,16,9,889,65535,65535,BENIGN
19/05/2024 08:51:03,203.0.113.42,51403,192.168.1.15,80,6,6862,1835,4,86245,273,13370737.39,267414.75,1835,0,0,0,0,45,1024,0,DoS
19/05/2024 08:54:04,192.168.1.22,9369,10.0.0.17,53,6,158272,6,22,6888,28930,226306.61,176.91,1,1,0,32,10,588,65535,65535,BENIGN
19/05/2024 09:47:51,192.168.1.27,20992,10.0.0.3,53,6,5868873,18,29,22482,14239,6256.91,8.01,1,1,0,15,4,426,65535,65535,BENIGN
19/05/2024 09:27:17,203.0.113.42,45793,192.168.1.15,80,6,29533,913,5,40172,427,1545728.51,30914.57,913,0,2,0,0,50,1024,0,DoS
19/05/2024 08:52:51,192.168.1.12,8377,10.0.0.19,80,6,9288029,37,15,50764,19485,7563.39,5.6,1,1,0,14,4,535,65535,65535,BENIGN
19/05/2024 10:42:43,192.168.1.29,38911,10.0.0.6,53,6,1550798,31,36,37231,23148,38934.15,43.2,1,1,0,42,9,1057,65535,65535,BENIGN
19/05/2024 08:20:06,192.168.1.23,40588,10.0.0.11,8080,6,533940,10,17,13780,23834,70446.12,50.57,1,1,0,6,6,790,65535,65535,BENIGN
19/05/2024 08:07:37,192.168.1.27,41110,10.0.0.10,80,6,9404682,24,9,11400,6669,1921.28,3.51,1,1,0,12,3,960,65535,65535,BENIGN
19/05/2024 10:22:23,192.168.1.19,40925,10.0.0.14,3306,6,4456372,38,39,56088,36036,20672.42,17.28,1,1,0,13,9,732,65535,65535,BENIGN
19/05/2024 11:04:23,192.168.1.27,30728,10.0.0.11,80,6,974073,46,14,68540,15512,86289.22,61.6,1,1,0,46,4,203,65535,65535,BENIGN
19/05/2024 10:28:01,192.168.1.19,31234,10.0.0.18,5432,6,7036404,20,18,26440,9450,5100.62,5.4,1,1,0,35,8,267,65535,65535,BENIGN
19/05/2024 11:40:21,192.168.1.12,63856,10.0.0.8,443,6,2916607,15,5,15765,6245,7546.44,6.86,1,1,0,11,7,530,65535,65535,BENIGN
19/05/2024 10:38:30,192.168.1.26,62633,10.0.0.15,22,6,9819808,19,7,5225,3423,880.67,2.65,1,1,0,36,2,682,65535,65535,BENIGN
19/05/2024 08:42:16,192.168.1.21,30118,10.0.0.12,443,6,9728809,13,36,12363,36540,5026.62,5.04,1,1,0,25,6,455,65535,65535,BENIGN
19/05/2024 11:58:36,192.168.1.17,48816,10.0.0.5,22,6,4285358,22,10,16258,7060,5441.32,7.47,1,1,0,47,8,403,65535,65535,BENIGN
19/05/2024 10:11:32,192.168.1.15,38411,203.0.113.42,80,6,48189301,1659,2,2323996,951,48246.12,34.47,1,1,0,1659,829,1400,65535,65535,Infiltration
19/05/2024 11:37:30,192.168.1.15,62572,10.0.0.19,8080,6,9956479,17,35,19363,26740,4630.45,5.22,1,1,0,17,2,346,65535,65535,BENIGN
19/05/2024 08:16:31,203.0.113.42,46360,192.168.1.15,22,6,1520495,19,19,1710,1805,2249.27,24.99,19,0,19,13,0,90,8192,8192,BruteForce-SSH
19/05/2024 08:36:33,192.168.1.15,44019,203.0.113.42,53,6,54435138,2705,2,3787981,332,69593.16,49.73,1,1,0,2705,1352,1400,65535,65535,Infiltration
19/05/2024 11:59:45,203.0.113.42,3713,192.168.1.29,7888,6,1301,1,0,52,0,0.0,768.64,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 11:38:06,192.168.1.23,26233,10.0.0.15,22,6,9639781,11,28,3179,19320,2333.97,4.05,1,1,0,15,6,1103,65535,65535,BENIGN
19/05/2024 10:53:57,203.0.113.42,54736,192.168.1.15,80,6,38888,528,4,24288,366,678872.66,13577.45,528,0,1,0,0,49,1024,0,DoS
19/05/2024 09:27:03,192.168.1.11,38459,10.0.0.17,22,6,2117994,33,14,17886,8862,12628.93,22.19,1,1,0,17,4,243,65535,65535,BENIGN
19/05/2024 10:55:05,203.0.113.42,12761,192.168.1.15,80,6,26076,1738,5,86900,78,3332566.34,66651.33,1738,0,2,0,0,59,1024,0,DoS
19/05/2024 09:03:24,192.168.1.16,53301,10.0.0.15,8080,6,1260289,31,34,15035,50898,52315.78,51.58,1,1,0,24,5,458,65535,65535,BENIGN
19/05/2024 11:56:38,192.168.1.26,12480,10.0.0.8,443,6,6258092,13,35,11999,10640,3617.56,7.67,1,1,0,32,9,588,65535,65535,BENIGN
19/05/2024 11:07:11,192.168.1.25,50033,10.0.0.9,3306,6,7315646,23,19,33465,14060,6496.35,5.74,1,1,0,38,7,646,65535,65535,BENIGN
19/05/2024 09:19:55,192.168.1.13,5065,10.0.0.1,53,6,2293037,17,28,16354,41720,25326.24,19.62,1,1,0,46,3,796,65535,65535,BENIGN
19/05/2024 11:13:36,192.168.1.24,58903,10.0.0.5,8080,6,6649342,31,26,36177,13806,7516.98,8.57,1,1,0,44,5,489,65535,65535,BENIGN
19/05/2024 12:11:46,192.168.1.23,15010,10.0.0.16,80,6,3648261,6,30,4512,21480,7124.49,9.87,1,1,0,45,4,285,65535,65535,BENIGN
19/05/2024 08:13:01,203.0.113.42,19749,192.168.1.15,80,6,16367,1056,2,52800,457,3226003.54,64520.07,1056,0,0,0,0,44,1024,0,DoS
19/05/2024 11:54:11,203.0.113.42,49040,192.168.1.15,80,6,18655,1796,5,107760,98,4813722.86,96274.46,1796,0,2,0,0,58,1024,0,DoS
19/05/2024 08:00:50,192.168.1.27,15470,10.0.0.14,3389,6,9986237,22,3,11572,3195,1478.74,2.5,1,1,0,26,6,359,65535,65535,BENIGN
19/05/2024 10:25:05,192.168.1.19,35436,10.0.0.7,8080,6,3036226,12,26,3312,15938,6340.11,12.52,1,1,0,10,9,718,65535,65535,BENIGN
19/05/2024 09:33:16,192.168.1.25,34271,10.0.0.12,8080,6,2951902,47,38,26790,30438,19386.82,28.79,1,1,0,11,9,331,65535,65535,BENIGN
19/05/2024 11:55:55,203.0.113.42,16755,192.168.1.15,80,6,7136,838,4,34358,43,5871636.77,117432.74,838,0,2,0,0,57,1024,0,DoS
19/05/2024 10:22:47,192.168.1.25,58935,10.0.0.6,53,6,4973580,17,3,7514,747,1660.98,4.02,1,1,0,34,3,955,65535,65535,BENIGN
19/05/2024 09:31:21,203.0.113.42,17564,192.168.1.15,80,6,40868,1125,5,67500,140,1376382.5,27527.65,1125,0,3,0,0,52,1024,0,DoS
19/05/2024 12:16:34,192.168.1.13,61788,10.0.0.15,443,6,1896448,14,21,10304,11949,11734.04,18.46,1,1,0,10,3,706,65535,65535,BENIGN
19/05/2024 10:08:20,192.168.1.24,54725,10.0.0.10,8080,6,9186640,28,32,5628,39552,4918.01,6.53,1,1,0,29,4,1104,65535,65535,BENIGN
19/05/2024 10:32:57,203.0.113.42,39806,192.168.1.15,59647,6,1613,1,0,49,0,0.0,619.96,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 08:08:36,192.168.1.14,3385,10.0.0.18,3306,6,9872888,40,12,43200,5532,4935.94,5.27,1,1,0,7,6,573,65535,65535,BENIGN
19/05/2024 08:08:02,192.168.1.18,33040,10.0.0.17,8080,6,952264,10,30,7660,8700,17180.11,42.01,1,1,0,5,7,989,65535,65535,BENIGN
19/05/2024 08:58:23,192.168.1.19,2147,198.51.100.99,8443,6,278280228,7,5,191,107,1.0781,0.0216,1,1,0,4,6,69,65535,65535,Botnet
19/05/2024 12:09:11,192.168.1.26,21633,10.0.0.7,5432,6,6069959,13,9,11414,9306,3413.53,3.62,1,1,0,37,3,714,65535,65535,BENIGN
19/05/2024 08:48:38,192.168.1.29,58224,10.0.0.16,80,6,2416639,38,16,51224,13840,26923.34,22.35,1,1,0,47,9,738,65535,65535,BENIGN
19/05/2024 09:27:47,192.168.1.12,26458,10.0.0.3,5432,6,9361932,25,20,31600,22760,5806.49,4.81,1,1,0,5,10,1000,65535,65535,BENIGN
19/05/2024 08:00:57,192.168.1.20,7102,10.0.0.4,5432,6,1722631,27,25,38772,18525,33261.33,30.19,1,1,0,7,9,749,65535,65535,BENIGN
19/05/2024 08:51:56,192.168.1.18,20812,10.0.0.11,80,6,4488133,46,26,31418,8502,8894.57,16.04,1,1,0,47,3,676,65535,65535,BENIGN
19/05/2024 10:15:42,192.168.1.26,29208,10.0.0.5,22,6,9576514,15,23,5070,30843,3750.11,3.97,1,1,0,39,3,388,65535,65535,BENIGN
19/05/2024 11:30:35,192.168.1.12,2991,10.0.0.12,443,6,2489108,23,31,13754,46252,24107.43,21.69,1,1,0,42,7,244,65535,65535,BENIGN
19/05/2024 09:20:14,192.168.1.12,2452,198.51.100.99,443,6,113083201,7,5,165,103,2.6529,0.0531,1,1,0,10,4,67,65535,65535,Botnet
19/05/2024 08:27:30,192.168.1.24,44459,10.0.0.3,53,6,458318,8,24,5584,10968,36114.66,69.82,1,1,0,41,5,270,65535,65535,BENIGN
19/05/2024 09:53:24,192.168.1.18,1382,10.0.0.7,80,6,9797015,38,10,48032,2140,5121.15,4.9,1,1,0,29,5,904,65535,65535,BENIGN
19/05/2024 08:20:03,192.168.1.19,9173,10.0.0.15,3389,6,5201803,49,28,37093,34272,13719.28,14.8,1,1,0,39,9,648,65535,65535,BENIGN
19/05/2024 08:21:00,203.0.113.42,63090,192.168.1.13,30242,6,340,1,0,49,0,0.0,2941.18,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 09:14:21,192.168.1.23,47017,10.0.0.14,5432,6,1482909,45,37,58545,54057,75933.18,55.3,1,1,0,14,6,285,65535,65535,BENIGN
19/05/2024 08:20:37,203.0.113.42,35000,192.168.1.15,80,6,24709,1775,3,106500,226,3591808.65,71836.17,1775,0,0,0,0,46,1024,0,DoS
19/05/2024 12:15:54,203.0.113.42,51488,192.168.1.15,80,6,39881,813,0,47967,362,1019282.37,20385.65,813,0,0,0,0,58,1024,0,DoS
19/05/2024 11:28:35,192.168.1.29,51099,10.0.0.15,443,6,7590291,42,10,15750,3240,2501.88,6.85,1,1,0,7,8,520,65535,65535,BENIGN
19/05/2024 11:54:01,192.168.1.16,63769,198.51.100.99,443,6,221636903,6,3,283,151,1.3536,0.0271,1,1,0,5,6,87,65535,65535,Botnet
19/05/2024 09:45:09,192.168.1.29,32144,10.0.0.17,80,6,2024714,47,25,52264,17300,34357.45,35.56,1,1,0,46,5,1181,65535,65535,BENIGN
19/05/2024 09:25:08,192.168.1.15,36875,10.0.0.3,443,6,5769869,43,33,11309,35739,8154.08,13.17,1,1,0,46,4,821,65535,65535,BENIGN
19/05/2024 10:16:55,203.0.113.42,45020,192.168.1.15,22,6,1350745,16,10,1136,1190,1732.38,19.25,16,0,10,12,0,90,8192,8192,BruteForce-SSH
19/05/2024 11:58:32,192.168.1.22,48602,10.0.0.17,5432,6,2304822,12,9,2916,4122,3053.6,9.11,1,1,0,14,7,712,65535,65535,BENIGN
19/05/2024 11:59:23,192.168.1.15,1059,10.0.0.2,80,6,5496217,18,21,20988,16233,6772.11,7.1,1,1,0,43,3,641,65535,65535,BENIGN
19/05/2024 08:01:11,192.168.1.17,25935,10.0.0.4,8080,6,7706962,45,26,23985,24908,6344.0,9.21,1,1,0,27,5,886,65535,65535,BENIGN
19/05/2024 11:13:07,192.168.1.26,48512,10.0.0.19,3389,6,3990733,50,6,64050,1428,16407.51,14.03,1,1,0,32,7,766,65535,65535,BENIGN
19/05/2024 10:04:15,192.168.1.19,1715,198.51.100.99,443,6,200476633,8,3,276,153,1.4964,0.0299,1,1,0,7,6,60,65535,65535,Botnet
19/05/2024 08:24:28,192.168.1.19,26235,10.0.0.7,3389,6,1889344,20,27,27420,25245,27874.75,24.88,1,1,0,41,6,916,65535,65535,BENIGN
19/05/2024 09:08:39,192.168.1.25,34500,10.0.0.18,443,6,9708547,12,20,15744,19020,3580.76,3.3,1,1,0,39,2,978,65535,65535,BENIGN
19/05/2024 09:35:34,192.168.1.10,50624,10.0.0.11,53,6,400582,48,3,71184,2127,183011.22,127.31,1,1,0,19,7,519,65535,65535,BENIGN
19/05/2024 11:47:46,192.168.1.20,42559,10.0.0.1,3306,6,867629,25,31,16950,44702,71058.02,64.54,1,1,0,36,8,956,65535,65535,BENIGN
19/05/2024 11:30:34,192.168.1.17,31598,10.0.0.8,53,6,4110074,35,24,33915,14880,11872.05,14.35,1,1,0,30,4,1045,65535,65535,BENIGN
19/05/2024 09:40:22,192.168.1.20,51317,10.0.0.18,3389,6,6195071,50,31,21650,12369,5491.3,13.07,1,1,0,47,5,202,65535,65535,BENIGN
19/05/2024 10:47:51,192.168.1.11,65119,10.0.0.11,3306,6,2582092,28,31,36540,16492,20538.39,22.85,1,1,0,39,6,324,65535,65535,BENIGN
19/05/2024 09:40:33,192.168.1.19,35232,10.0.0.18,3306,6,1883791,7,13,8456,6331,7849.6,10.62,1,1,0,50,8,309,65535,65535,BENIGN
19/05/2024 10:09:55,203.0.113.42,62203,192.168.1.29,29034,6,821,1,0,60,0,0.0,1218.03,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 08:30:44,203.0.113.42,30617,192.168.1.15,22,6,1458371,23,18,2576,1602,2530.22,28.11,23,0,18,11,0,90,8192,8192,BruteForce-SSH
19/05/2024 11:54:53,192.168.1.19,18787,10.0.0.18,443,6,904690,15,23,14955,13110,31021.68,42.0,1,1,0,27,10,764,65535,65535,BENIGN
19/05/2024 09:03:46,203.0.113.42,25730,192.168.1.23,51713,6,251,1,0,68,0,0.0,3984.06,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 10:18:14,192.168.1.11,46240,198.51.100.99,8443,6,98182156,5,5,146,264,3.0555,0.0611,1,1,0,8,2,71,65535,65535,Botnet
19/05/2024 08:02:14,192.168.1.14,33367,10.0.0.17,443,6,890481,12,12,17820,6324,27113.44,26.95,1,1,0,48,8,810,65535,65535,BENIGN
19/05/2024 08:50:01,192.168.1.19,19874,10.0.0.2,443,6,5911015,33,19,38973,12122,8644.03,8.8,1,1,0,17,10,477,65535,65535,BENIGN
19/05/2024 10:40:19,192.168.1.19,46473,10.0.0.14,3389,6,2228901,18,12,13572,15252,12931.93,13.46,1,1,0,33,8,444,65535,65535,BENIGN
19/05/2024 08:20:23,192.168.1.15,22210,203.0.113.42,443,6,37123728,3440,5,4816746,201,129753.86,92.8,1,1,0,3440,1720,1400,65535,65535,Infiltration
19/05/2024 11:26:52,192.168.1.18,56576,10.0.0.7,80,6,9041274,44,19,59268,21451,8927.83,6.97,1,1,0,5,8,856,65535,65535,BENIGN
19/05/2024 10:36:20,203.0.113.42,26755,192.168.1.15,22,6,1248440,30,23,1980,1587,3820.77,42.45,30,0,23,13,0,90,8192,8192,BruteForce-SSH
19/05/2024 11:30:26,192.168.1.24,56861,10.0.0.11,3306,6,5126983,31,24,16492,9936,5154.69,10.73,1,1,0,34,2,707,65535,65535,BENIGN
19/05/2024 09:00:40,192.168.1.28,6640,10.0.0.13,8080,6,4234741,50,7,18400,5236,5581.45,13.46,1,1,0,14,8,928,65535,65535,BENIGN
19/05/2024 09:15:30,203.0.113.42,59116,192.168.1.18,48034,6,341,1,0,41,0,0.0,2932.55,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 08:53:48,192.168.1.15,5202,203.0.113.42,53,6,14043686,770,2,1078974,683,76878.46,54.97,1,1,0,770,385,1400,65535,65535,Infiltration
19/05/2024 11:09:55,192.168.1.17,64269,198.51.100.99,80,6,83941304,2,3,183,179,3.5739,0.0715,1,1,0,10,5,78,65535,65535,Botnet
19/05/2024 09:36:06,203.0.113.42,63182,192.168.1.15,80,6,20059,1433,5,80248,305,3571962.71,71439.25,1433,0,2,0,0,53,1024,0,DoS
19/05/2024 09:58:44,203.0.113.42,57505,192.168.1.21,40160,6,631,1,0,51,0,0.0,1584.79,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 08:57:31,192.168.1.25,64365,198.51.100.99,8443,6,232253542,7,5,335,123,1.2917,0.0258,1,1,0,9,4,70,65535,65535,Botnet
19/05/2024 12:06:25,192.168.1.27,33307,10.0.0.18,53,6,6552974,10,40,10630,51160,9429.31,7.63,1,1,0,41,5,919,65535,65535,BENIGN
19/05/2024 12:05:17,192.168.1.19,23855,10.0.0.10,443,6,4648190,36,26,26748,9256,7745.81,13.34,1,1,0,5,4,996,65535,65535,BENIGN
19/05/2024 11:30:04,192.168.1.14,16581,10.0.0.2,80,6,7181010,27,15,16470,9180,3571.92,5.85,1,1,0,9,7,393,65535,65535,BENIGN
19/05/2024 10:12:48,192.168.1.28,37800,10.0.0.7,53,6,4165372,9,20,9720,17240,6472.41,6.96,1,1,0,48,3,315,65535,65535,BENIGN
19/05/2024 10:04:01,192.168.1.28,35329,10.0.0.14,8080,6,5924517,35,37,23275,14171,6320.52,12.15,1,1,0,33,6,574,65535,65535,BENIGN
19/05/2024 09:37:06,203.0.113.42,58469,192.168.1.15,80,6,42964,1023,4,60357,24,1190531.61,23810.63,1023,0,0,0,0,61,1024,0,DoS
19/05/2024 10:05:32,192.168.1.29,19680,10.0.0.9,8080,6,7027377,17,7,9741,3353,1863.28,3.42,1,1,0,23,3,852,65535,65535,BENIGN
19/05/2024 12:02:26,192.168.1.29,37126,198.51.100.99,443,6,279270705,5,3,266,148,1.0742,0.0215,1,1,0,5,6,100,65535,65535,Botnet
19/05/2024 09:52:38,192.168.1.13,32628,10.0.0.3,22,6,9147717,5,30,6345,31830,4173.17,3.83,1,1,0,28,2,914,65535,65535,BENIGN
19/05/2024 08:01:45,192.168.1.17,53783,10.0.0.2,3306,6,6830428,22,7,13904,9527,3430.39,4.25,1,1,0,50,7,417,65535,65535,BENIGN
19/05/2024 08:39:51,192.168.1.25,42683,10.0.0.2,5432,6,6362974,21,4,19551,1352,3285.1,3.93,1,1,0,27,5,950,65535,65535,BENIGN
19/05/2024 10:24:30,192.168.1.20,52403,10.0.0.15,5432,6,1039897,38,22,51566,18612,67485.53,57.7,1,1,0,40,10,219,65535,65535,BENIGN
19/05/2024 09:56:03,192.168.1.26,23304,10.0.0.10,443,6,8711521,21,37,28917,26344,6343.44,6.66,1,1,0,49,9,1189,65535,65535,BENIGN
19/05/2024 10:08:21,192.168.1.21,22041,10.0.0.8,443,6,9142189,29,15,36917,18270,6036.52,4.81,1,1,0,40,4,827,65535,65535,BENIGN
19/05/2024 09:50:55,203.0.113.42,34744,192.168.1.15,22,6,1677800,16,12,1136,840,1501.97,16.69,16,0,12,10,0,90,8192,8192,BruteForce-SSH
19/05/2024 11:25:09,192.168.1.12,3052,10.0.0.18,3389,6,2170570,27,27,38637,25191,29406.1,24.88,1,1,0,29,4,1059,65535,65535,BENIGN
19/05/2024 12:06:11,192.168.1.21,33412,10.0.0.11,5432,6,8174681,49,29,70168,25578,11712.51,9.54,1,1,0,13,5,592,65535,65535,BENIGN
19/05/2024 09:28:01,203.0.113.42,38156,192.168.1.14,9713,6,1304,1,0,77,0,0.0,766.87,1,0,1,0,0,54,1024,0,PortScan
19/05/2024 10:33:19,192.168.1.15,52307,10.0.0.9,53,6,8235582,16,36,4272,32472,4461.62,6.31,1,1,0,10,4,809,65535,65535,BENIGN
19/05/2024 12:02:05,192.168.1.21,48896,10.0.0.8,8080,6,3065125,21,4,27300,5576,10725.83,8.16,1,1,0,11,8,1168,65535,65535,BENIGN
19/05/2024 10:30:21,192.168.1.22,15818,10.0.0.12,22,6,7226489,43,3,59469,3660,8735.78,6.37,1,1,0,20,10,475,65535,65535,BENIGN
19/05/2024 10:38:05,192.168.1.24,10195,10.0.0.7,80,6,3339558,6,40,4128,48040,15621.23,13.77,1,1,0,29,3,1011,65535,65535,BENIGN
19/05/2024 10:20:40,192.168.1.29,17061,10.0.0.1,8080,6,9454114,18,6,10404,3018,1419.7,2.54,1,1,0,8,7,237,65535,65535,BENIGN
19/05/2024 10:35:01,192.168.1.24,49147,10.0.0.8,53,6,8823352,26,14,21866,18494,4574.23,4.53,1,1,0,5,2,1051,65535,65535,BENIGN
19/05/2024 11:07:09,192.168.1.20,9669,10.0.0.15,443,6,5423702,50,36,54300,17640,13264.0,15.86,1,1,0,21,3,520,65535,65535,BENIGN
19/05/2024 09:58:25,192.168.1.15,65020,10.0.0.15,443,6,8794039,34,23,7378,5152,1424.83,6.48,1,1,0,48,5,588,65535,65535,BENIGN
19/05/2024 10:00:05,192.168.1.15,32915,203.0.113.42,80,6,26842582,643,2,900214,607,33559.4,24.03,1,1,0,643,321,1400,65535,65535,Infiltration
19/05/2024 08:57:36,192.168.1.25,61113,10.0.0.6,80,6,8890328,7,7,2093,1491,403.13,1.57,1,1,0,31,4,1062,65535,65535,BENIGN
19/05/2024 09:34:06,192.168.1.21,39399,10.0.0.9,8080,6,7880612,12,33,3708,49467,6747.57,5.71,1,1,0,42,3,683,65535,65535,BENIGN
19/05/2024 11:12:35,192.168.1.27,6666,10.0.0.7,8080,6,7874990,14,33,14896,8052,2914.04,5.97,1,1,0,12,4,1124,65535,65535,BENIGN
19/05/2024 08:53:58,192.168.1.14,25564,10.0.0.14,5432,6,7625204,29,27,10556,35208,6001.68,7.34,1,1,0,13,7,321,65535,65535,BENIGN
19/05/2024 08:20:08,192.168.1.15,35034,10.0.0.16,3389,6,4766692,16,40,17472,60000,16252.78,11.75,1,1,0,36,3,681,65535,65535,BENIGN
19/05/2024 08:38:18,192.168.1.13,6520,10.0.0.10,22,6,4676678,33,35,16533,38325,11730.12,14.54,1,1,0,10,5,1036,65535,65535,BENIGN
19/05/2024 09:18:53,192.168.1.20,8936,10.0.0.14,3306,6,3583557,33,22,37884,16324,15126.87,15.35,1,1,0,12,3,361,65535,65535,BENIGN
19/05/2024 10:47:09,192.168.1.26,30204,10.0.0.18,3389,6,5201655,41,11,33907,6061,7683.71,10.0,1,1,0,21,5,695,65535,65535,BENIGN
19/05/2024 11:24:56,203.0.113.42,1651,192.168.1.15,80,6,45086,855,3,48735,458,948187.91,18963.76,855,0,3,0,0,64,1024,0,DoS
19/05/2024 10:13:59,203.0.113.42,46671,192.168.1.15,22,6,1637836,11,22,1111,2640,1813.37,20.15,11,0,22,5,0,90,8192,8192,BruteForce-SSH
19/05/2024 09:30:48,192.168.1.12,2822,10.0.0.10,5432,6,933006,15,39,9570,25467,37552.81,57.88,1,1,0,46,5,893,65535,65535,BENIGN
19/05/2024 10:08:49,192.168.1.28,4240,10.0.0.9,3306,6,3803113,43,7,9718,4389,3709.33,13.15,1,1,0,46,9,1150,65535,65535,BENIGN
19/05/2024 11:08:23,192.168.1.25,29959,10.0.0.2,3306,6,9509577,36,32,43524,13760,6023.82,7.15,1,1,0,14,3,557,65535,65535,BENIGN
19/05/2024 08:34:08,203.0.113.42,42523,192.168.1.15,80,6,8472,1586,4,72956,463,9360245.51,187204.91,1586,0,2,0,0,51,1024,0,DoS
19/05/2024 11:06:11,192.168.1.19,28439,10.0.0.7,22,6,6953897,14,4,11116,2944,2021.89,2.59,1,1,0,20,9,1129,65535,65535,BENIGN
